var_name_raw,var_name_clean,var_label
A1SA1S1_51,a1sa1s1_51,India
A1SA1S1_52,a1sa1s1_52,Japan
A1SA1S1_53,a1sa1s1_53,Korea
A1SA1S1_54,a1sa1s1_54,Philippines
A1SA1S1_55,a1sa1s1_55,Singapore
A1SA1S1_56,a1sa1s1_56,Taiwan
A1SA1S1_57,a1sa1s1_57,Thailand
A1SA1S1_58,a1sa1s1_58,Asia-no specific country
A1SA1S1_59,a1sa1s1_59,Asia/other
A1SA1S1_60,a1sa1s1_60,Egypt
A1SA1S1_61,a1sa1s1_61,Kenya
A1SA1S1_62,a1sa1s1_62,Nigeria
A1SA1S1_63,a1sa1s1_63,South Africa
A1SA1S1_64,a1sa1s1_64,Zaire
A1SA1S1_65,a1sa1s1_65,Zimbabwe
A1SA1S1_66,a1sa1s1_66,Africa-no specific country
A1SA1S1_67,a1sa1s1_67,Africa/other
A1SA1S1_68,a1sa1s1_68,Iran
A1SA1S1_69,a1sa1s1_69,Iraq
A1SA1S1_70,a1sa1s1_70,Israel
A1SA1S1_71,a1sa1s1_71,Lebanon
A1SA1S1_72,a1sa1s1_72,Pakistan
A1SA1S1_73,a1sa1s1_73,Saudi Arabia
A1SA1S1_74,a1sa1s1_74,Middle East-no specific country
A1SA1S1_75,a1sa1s1_75,Middle East/other
A1SA1S1_76,a1sa1s1_76,Other Country 1
A1SA1S1_77,a1sa1s1_77,Other Country 2
A1SS2,a1ss2,Ethnic Group Best Describes Background
A1SS3,a1ss3,Closely identify with same ethnicity
A1SS4,a1ss4,Prefer to be with same ethnicity
A1SS5,a1ss5,Important to marry same ethnicity
A1SS6_1,a1ss6_1,White
A1SS6_2,a1ss6_2,Black and/or African American
A1SS6_3,a1ss6_3,Native American or Aleutian Islander
A1SS6_4,a1ss6_4,Asian or Pacific Islander
A1SS6_5,a1ss6_5,Other
A1SS7,a1ss7,Which best describes your race?
A1SS7R,a1ss7r,Revised A1SS7 variable using M2 race information to fill in missing data
A1SS8,a1ss8,How closely identify with same race
A1SS9,a1ss9,How much prefer to be with same race
A1SS10,a1ss10,How important to marry same race
A1SS11,a1ss11,US citizen
A1SS12,a1ss12,How closely identify as an American
A1SS13A,a1ss13a,Higher education discouraged (times)
A1SS13B,a1ss13b,Denied scholarship (times)
A1SS13C,a1ss13c,Not hired for a job (times)
A1SS13D,a1ss13d,Not given job promotion (times)
A1SS13E,a1ss13e,Fired (times)
A1SS13F,a1ss13f,Prevented from rent/buying home (times)
A1SS13G,a1ss13g,Prevented remain in neighborhood (times)
A1SS13H,a1ss13h,Hassled by police (times)
A1SS13I,a1ss13i,Denied a bank loan (times)
A1SS13J,a1ss13j,Denied or provided inferior medical care (times)
A1SS13K,a1ss13k,Denied or provided inferior service (times)
A1SLFEDI,a1slfedi,Summary - Lifetime Discrimination
A1SS14A,a1ss14a,Treated with less courtesy than others (frequency)
A1SS14B,a1ss14b,Treated with less respect than others (frequency)
A1SS14C,a1ss14c,Receive poorer service than others (frequency)
A1SS14D,a1ss14d,People think you are not smart (frequency)
A1SS14E,a1ss14e,People act afraid of you (frequency)
A1SS14F,a1ss14f,People think you are dishonest (frequency)
A1SS14G,a1ss14g,People think you not as good as they are (frequency)
A1SS14H,a1ss14h,Called names or insulted (frequency)
A1SS14I,a1ss14i,Threatened/harassed (frequency)
A1SDAYDI,a1sdaydi,Daily Discrimination
A1SS15_1,a1ss15_1,Age main reason for discrimination
A1SS15_2,a1ss15_2,Gender main reason for discrimination
A1SS15_3,a1ss15_3,Race main reason for discrimination
A1SS15_4,a1ss15_4,Ethnicity main reason for discrimination
A1SS15_5,a1ss15_5,Religion main reason for discrimination
A1SS15_6,a1ss15_6,Height/weight main reason for discrimination
A1SS15_7,a1ss15_7,Appearance main reason for discrimination
A1SS15_8,a1ss15_8,Physical disability main reason for discrimination
A1SS15_9,a1ss15_9,Sexual orientation main reason for discrimination
A1SS15_10,a1ss15_10,Other main reason for discrimination
A1SS16,a1ss16,Discrimination interfered with having full life
A1SS17,a1ss17,Life has been harder because of discrimination
A1ST1,a1st1,Rate life overall currently
A1ST2,a1st2,Rate life overall 10 years ago
A1ST3,a1st3,Rate life overall 10 years future
A1ST4,a1st4,Rate control over life
A1ST5,a1st5,Rate thought/effort into life overall
